CustomerID,Name,Gender,Age,Region,Occupation,Income,Customer_Segment,Join_Date
CUST0348,Jenna Cochran,Female,44,East,Banker,171094,Corporate,2019-01-20
CUST0349,Christopher Spencer,Female,27,East,Doctor,143629,Corporate,2025-08-19
CUST0350,Brandon Fox DDS,Male,43,South,Teacher,90316,Corporate,2022-12-31
CUST0351,Alexander Davis,Female,36,East,Engineer,48380,Retail,2021-02-14
CUST0352,Steven Gilbert,Male,56,North,Retired,130198,Retail,2020-05-22
CUST0353,Mrs. Valerie Dunlap MD,Male,20,North,Doctor,22356,Retail,2019-09-19
CUST0354,Kathleen Richardson,Female,62,South,Doctor,90326,Corporate,2019-10-20
CUST0355,Rebecca Doyle,Female,30,West,Teacher,112447,Retail,2020-01-17
CUST0356,Tyler Harris,Male,67,West,Banker,134994,Corporate,2018-10-01
CUST0357,Jordan Bates,Female,45,South,Trader,40049,Retail,2020-12-25
CUST0358,Susan Walsh,Female,37,South,Trader,125361,Retail,2021-05-26
CUST0359,Zachary Knapp,Male,45,North,Doctor,36082,Corporate,2023-01-28
CUST0360,Alfred Griffith,Male,25,West,Student,20661,Retail,2022-09-15
CUST0361,Jack Smith,Female,58,East,Student,188484,Retail,2024-04-10
CUST0362,Arthur Green,Male,56,North,Teacher,22920,Retail,2015-10-18
CUST0363,William Fuller,Male,18,South,Trader,99561,Private,2016-07-30
CUST0364,Jeffrey Long,Female,20,West,Doctor,28946,Corporate,2016-03-13
CUST0365,Andrea Turner,Male,30,East,Banker,196572,Retail,2024-11-11
CUST0366,Gregory Lee,Male,45,East,Trader,36309,Retail,2019-11-04
CUST0367,David Hatfield,Female,74,North,Doctor,75230,Retail,2019-11-26
CUST0368,Scott Jackson,Female,66,West,Doctor,131822,Corporate,2019-12-12
CUST0369,Heather Davis,Male,42,West,Engineer,181099,Corporate,2023-01-28
CUST0370,Brooke Hayes,Male,73,South,Banker,132340,Retail,2016-06-24
CUST0371,Kaitlyn Johnson,Female,50,West,Engineer,79321,Retail,2017-11-08
CUST0372,Daisy Casey,Female,55,West,Teacher,152028,Retail,2022-07-03
CUST0373,Melvin Wells,Female,70,North,Engineer,94131,Corporate,2024-07-28
CUST0374,Jacqueline Russell,Female,23,West,Retired,198980,Corporate,2019-10-12
CUST0375,Paul Stephens,Male,61,East,Engineer,45963,Retail,2022-08-25
CUST0376,Angela Jackson,Female,62,North,Retired,121757,Retail,2015-10-07
CUST0377,Ashley Hayes,Female,49,North,Trader,190515,Retail,2022-12-23
CUST0378,Claudia Casey,Male,62,South,Student,119259,Private,2016-12-27
CUST0379,Jay Jackson,Female,64,West,Doctor,59063,Retail,2023-02-15
CUST0380,Brandon Morales,Male,38,South,Retired,134225,Corporate,2021-12-08
CUST0381,Timothy Mcknight,Female,33,East,Banker,136400,Corporate,2018-12-29
CUST0382,Wendy Hodge,Female,71,North,Engineer,100818,Retail,2020-06-13
CUST0383,Aaron Hernandez,Female,38,North,Retired,24703,Retail,2022-12-01
CUST0384,Erik Baldwin,Male,28,North,Banker,92099,Retail,2021-08-02
CUST0385,Michael West,Male,54,East,Student,176921,Corporate,2022-11-24
CUST0386,Megan Davis,Female,53,East,Student,182932,Corporate,2023-08-19
CUST0387,Robert Barnes,Male,52,South,Engineer,51585,Corporate,2019-04-22
CUST0388,Zachary Schmidt,Male,36,South,Teacher,173087,Retail,2020-04-26
CUST0389,Michael Mitchell,Male,37,South,Engineer,63585,Retail,2017-01-22
CUST0390,John Dunlap,Male,74,West,Trader,46958,Private,2021-01-24
CUST0391,Alexis Becker,Male,35,North,Retired,46017,Corporate,2017-07-15
CUST0392,John Jacobs,Male,64,North,Doctor,144677,Retail,2018-11-18
CUST0393,Tina Adams,Female,58,South,Teacher,196422,Private,2021-12-15
CUST0394,Daniel Moore,Female,66,North,Engineer,163273,Corporate,2016-01-15
CUST0395,Patricia Bush,Male,31,South,Banker,49426,Retail,2024-03-21
CUST0396,Daniel Bradley,Female,32,West,Teacher,37778,Corporate,2022-06-02
CUST0397,Amanda Walls,Female,48,West,Retired,196313,Corporate,2020-12-11
CUST0398,Elizabeth Green,Female,18,East,Teacher,62229,Corporate,2023-08-22
CUST0399,Kevin Hughes,Female,70,West,Retired,106652,Retail,2025-02-14
CUST0400,Timothy Brewer MD,Male,71,South,Engineer,148267,Retail,2017-02-23
CUST0401,Kelsey Rodriguez,Female,71,West,Retired,199436,Private,2020-09-26
CUST0402,Brandon Dominguez,Female,20,East,Teacher,146503,Retail,2021-04-24
CUST0403,Amy Moreno,Male,33,North,Banker,104878,Retail,2019-02-27
CUST0404,Jessica Lee,Male,40,South,Student,77056,Retail,2021-03-13
CUST0405,Morgan Douglas,Female,74,North,Teacher,178562,Retail,2023-11-16
CUST0406,Katherine Freeman,Female,28,East,Retired,39975,Corporate,2022-12-07
CUST0407,Tammy Jackson,Female,29,East,Student,177795,Private,2017-12-28
CUST0408,Roger Koch,Female,27,East,Retired,174351,Retail,2016-07-20
CUST0409,Shannon Moss,Female,49,North,Banker,162633,Retail,2019-09-13
CUST0410,Shelley Moss,Female,33,North,Retired,108397,Retail,2016-08-05
CUST0411,Darren Morgan,Male,25,North,Engineer,53142,Corporate,2018-11-07
CUST0412,Jackie Bell,Female,55,North,Doctor,46916,Corporate,2024-11-12
CUST0413,Kristen Petersen,Female,29,East,Teacher,84324,Retail,2023-02-08
CUST0414,Jennifer Mercado,Male,41,East,Doctor,196037,Corporate,2016-03-28
CUST0415,Kyle Rodriguez,Male,45,South,Retired,145932,Corporate,2025-08-15
CUST0416,Jose Mayer,Male,70,South,Banker,155720,Corporate,2017-10-14
CUST0417,Logan Fleming,Male,25,North,Teacher,186205,Private,2024-10-30
CUST0418,Cameron Cox,Female,45,West,Retired,116059,Retail,2018-11-28
CUST0419,Kimberly Lopez,Female,53,West,Student,118317,Corporate,2017-03-08
CUST0420,James Edwards,Female,43,East,Trader,55046,Retail,2021-04-27
CUST0421,Jon Russell,Female,25,East,Retired,198136,Corporate,2016-07-14
CUST0422,Amanda Thompson,Female,67,East,Doctor,121459,Corporate,2021-11-23
CUST0423,Matthew Martinez,Female,45,South,Teacher,65893,Corporate,2021-11-13
CUST0424,Matthew Martinez,Male,45,South,Doctor,121520,Corporate,2020-10-07
CUST0425,Gregory Scott,Female,54,East,Teacher,145818,Retail,2017-07-01
CUST0426,Michele Wood,Male,58,East,Retired,81272,Retail,2017-01-12
CUST0427,Juan Reed,Male,53,East,Engineer,87649,Private,2023-05-06
CUST0428,Michelle Lyons,Female,44,West,Student,84674,Private,2019-06-01
CUST0429,Courtney Carr,Male,71,South,Retired,164832,Retail,2017-08-24
CUST0430,Mary Clark,Female,34,West,Doctor,172999,Retail,2017-06-08
CUST0431,Dana Robinson,Male,26,West,Trader,106475,Retail,2023-07-26
CUST0432,Zachary Vasquez,Female,50,East,Trader,81367,Corporate,2017-06-01
CUST0433,Brendan Shepard MD,Male,70,East,Banker,163660,Corporate,2019-11-05
CUST0434,Elizabeth Sanford,Female,37,North,Teacher,141750,Retail,2019-05-14
CUST0435,Jennifer Jenkins,Female,30,North,Doctor,138154,Retail,2022-12-01
CUST0436,Victor Tran,Female,45,West,Banker,64738,Corporate,2019-10-22
CUST0437,Scott Crosby,Female,65,South,Doctor,53397,Corporate,2023-12-21
CUST0438,Monica Perez,Female,46,East,Teacher,102189,Retail,2023-04-21
CUST0439,Mallory Miller,Male,30,East,Retired,96367,Retail,2024-02-06
CUST0440,Kyle Perry,Male,63,West,Retired,140585,Retail,2018-06-23
CUST0441,Emily Sellers,Male,52,North,Trader,96619,Retail,2023-02-07
CUST0442,Keith Rodriguez,Female,23,South,Retired,131453,Retail,2022-05-11
CUST0443,Daniel Crawford,Male,35,North,Retired,39816,Corporate,2018-07-04
CUST0444,Jason Smith,Female,68,North,Engineer,193312,Corporate,2017-12-05
CUST0445,Eric Goodwin,Female,22,North,Trader,157348,Corporate,2022-04-15
CUST0446,Jeffrey Grant,Male,64,North,Banker,99530,Corporate,2021-09-20
CUST0447,Scott Wall,Male,42,East,Student,174571,Retail,2023-03-09
CUST0448,Alexander Dunn,Female,19,East,Engineer,128856,Retail,2021-10-24
CUST0449,Heather Allen,Male,27,North,Banker,91635,Retail,2020-07-20
CUST0450,Seth Kent,Female,73,South,Teacher,127803,Retail,2024-07-13
CUST0451,Audrey Walters,Female,47,West,Engineer,55946,Corporate,2016-07-29
CUST0452,Mary Fletcher,Female,67,South,Banker,75204,Private,2024-04-30
CUST0453,Renee Williams,Female,62,South,Teacher,35563,Retail,2019-07-23
CUST0454,Ashley Young,Female,22,South,Trader,112324,Retail,2017-12-05
CUST0455,Ralph Johnson,Male,72,North,Student,29847,Corporate,2021-12-27
CUST0456,Michael Kramer,Male,73,East,Teacher,46155,Retail,2016-01-17
CUST0457,Edward Bell,Female,50,South,Retired,99671,Retail,2016-02-16
CUST0458,Steven Beltran,Female,71,North,Doctor,136891,Corporate,2024-06-26
CUST0459,Raymond Holmes,Male,18,South,Teacher,103310,Corporate,2020-01-19
CUST0460,Katherine Cohen,Male,35,South,Teacher,169381,Retail,2021-06-10
CUST0461,Tiffany Lam,Female,49,North,Student,151691,Retail,2018-10-28
CUST0462,Lisa Strickland,Male,64,East,Doctor,54707,Corporate,2019-09-18
CUST0463,Dr. Heather White,Female,66,East,Retired,171409,Retail,2024-07-11
CUST0464,Diane Nelson,Male,28,West,Banker,101537,Retail,2017-10-20
CUST0465,Janet Ray,Female,38,North,Banker,198686,Corporate,2025-05-24
CUST0466,Tammy Taylor,Male,43,West,Teacher,111155,Retail,2022-07-03
CUST0467,Dr. Christina Erickson,Female,42,West,Doctor,20281,Corporate,2021-10-29
CUST0468,Matthew Kane,Male,39,West,Doctor,178492,Retail,2024-01-28
CUST0469,Michael Davies,Male,44,East,Retired,190102,Private,2017-08-07
CUST0470,Jason Garcia,Female,66,North,Student,152130,Retail,2021-05-29
CUST0471,Roger Johnson,Male,30,West,Trader,96260,Retail,2025-01-07
CUST0472,Anna Mitchell,Female,50,North,Banker,179476,Retail,2018-09-26
CUST0473,Tina Lowery,Male,51,North,Student,180928,Retail,2020-09-09
CUST0474,Gregory Bauer,Female,58,East,Engineer,160272,Corporate,2019-09-11
CUST0475,Frank Le,Male,52,West,Banker,84178,Private,2020-10-19
CUST0476,William Brown,Female,18,West,Student,53997,Retail,2019-01-23
CUST0477,Deborah King,Male,38,North,Banker,176683,Retail,2015-11-17
CUST0478,Louis Palmer,Female,65,South,Trader,139273,Corporate,2016-08-20
CUST0479,David Watson,Male,72,East,Engineer,192307,Corporate,2020-10-04
CUST0480,Lisa Crawford,Female,23,East,Trader,186129,Retail,2024-07-03
CUST0481,Carolyn Evans,Female,45,East,Retired,152311,Retail,2016-02-11
CUST0482,Thomas Johnson,Female,34,East,Engineer,146945,Retail,2019-03-29
CUST0483,Rita Leonard,Male,22,West,Teacher,65272,Corporate,2024-08-08
CUST0484,John Madden,Female,48,West,Student,109393,Retail,2023-06-10
CUST0485,Christopher Hart,Male,22,South,Engineer,81212,Corporate,2018-09-03
CUST0486,Ronald Craig,Female,55,East,Retired,166470,Retail,2024-11-25
CUST0487,Christina Young,Male,20,East,Retired,140030,Corporate,2023-02-18
CUST0488,Brendan Daniels,Female,70,North,Trader,76503,Retail,2025-01-24
CUST0489,Monica Carter,Male,40,West,Banker,157710,Retail,2023-06-27
CUST0490,Eric Wilson,Male,54,East,Engineer,26570,Retail,2022-08-27
CUST0491,Gail Bates,Female,70,South,Student,88785,Corporate,2022-08-05
CUST0492,Michelle Allen,Male,54,South,Engineer,29110,Retail,2022-10-25
CUST0493,Joseph Dean,Male,27,West,Doctor,99141,Retail,2024-04-11
CUST0494,Hector May,Female,27,South,Banker,32115,Retail,2021-03-12
CUST0495,Janet Wells,Male,36,South,Student,59062,Retail,2022-01-24
CUST0496,Morgan Anderson,Male,34,West,Student,42911,Corporate,2017-07-04
CUST0497,Vincent Gray,Male,38,East,Teacher,124061,Corporate,2024-06-08
CUST0498,Yolanda Olson PhD,Female,31,East,Trader,52556,Corporate,2016-07-10
CUST0499,Kayla Kelley,Male,26,South,Teacher,148335,Retail,2024-05-31
CUST0500,Olivia Barton,Female,63,South,Student,21969,Corporate,2024-07-15
